"","ensembl_gene_id_version","gene_biotype"
"77699","ENSG00000206999.1","snRNA"
"77700","ENSG00000162643.13","protein_coding"
"77701","ENSG00000280725.3","lncRNA"
"77702","ENSG00000305922.1","lncRNA"
"77703","ENSG00000305923.1","lncRNA"
"77704","ENSG00000281641.4","lncRNA"
"77705","ENSG00000254854.2","lncRNA"
"77706","ENSG00000234638.1","lncRNA"
"77707","ENSG00000227432.1","lncRNA"
"77708","ENSG00000235351.1","lncRNA"
"77709","ENSG00000306487.1","lncRNA"
"77710","ENSG00000180902.18","protein_coding"
"77711","ENSG00000306491.1","lncRNA"
"77712","ENSG00000306504.1","lncRNA"
"77713","ENSG00000306534.1","lncRNA"
"77714","ENSG00000306541.1","lncRNA"
"77715","ENSG00000296084.1","lncRNA"
"77716","ENSG00000306554.1","lncRNA"
"77717","ENSG00000287595.4","lncRNA"
"77718","ENSG00000225885.8","lncRNA"
"77719","ENSG00000288724.2","lncRNA"
"77720","ENSG00000296096.1","lncRNA"
"77721","ENSG00000296097.1","lncRNA"
"77722","ENSG00000296099.1","lncRNA"
"77723","ENSG00000296106.1","lncRNA"
"77724","ENSG00000296118.1","lncRNA"
"77725","ENSG00000241231.3","lncRNA"
"77726","ENSG00000306558.1","lncRNA"
"77727","ENSG00000253669.5","lncRNA"
"77728","ENSG00000215692.2","lncRNA"
"77729","ENSG00000234793.1","lncRNA"
"77730","ENSG00000154252.12","protein_coding"
"77731","ENSG00000236267.2","lncRNA"
"77732","ENSG00000188389.12","protein_coding"
"77733","ENSG00000305975.1","lncRNA"
"77734","ENSG00000055732.13","protein_coding"
"77735","ENSG00000305982.1","lncRNA"
"77736","ENSG00000269038.2","lncRNA"
"77737","ENSG00000256315.2","lncRNA"
"77738","ENSG00000232352.4","lncRNA"
"77739","ENSG00000306048.1","lncRNA"
"77740","ENSG00000306575.1","lncRNA"
"77741","ENSG00000254566.2","lncRNA"
"77742","ENSG00000306590.1","lncRNA"
"77743","ENSG00000306088.1","lncRNA"
"77744","ENSG00000296131.1","lncRNA"
"77745","ENSG00000254602.3","lncRNA"
"77746","ENSG00000144021.3","protein_coding"
"77747","ENSG00000283148.2","lncRNA"
"77748","ENSG00000306591.1","lncRNA"
"77749","ENSG00000296152.1","lncRNA"
"77750","ENSG00000296153.1","lncRNA"
"77751","ENSG00000296167.1","lncRNA"
"77752","ENSG00000238043.2","lncRNA"
"77753","ENSG00000296188.1","lncRNA"
"77754","ENSG00000296189.1","lncRNA"
"77755","ENSG00000306110.1","lncRNA"
"77756","ENSG00000296196.1","lncRNA"
"77757","ENSG00000288979.2","lncRNA"
"77758","ENSG00000286521.2","lncRNA"
"77759","ENSG00000236437.3","lncRNA"
"77760","ENSG00000231770.9","lncRNA"
"77761","ENSG00000285579.2","lncRNA"
"77762","ENSG00000306141.1","lncRNA"
"77763","ENSG00000306159.1","lncRNA"
"77764","ENSG00000289339.3","lncRNA"
"77765","ENSG00000306177.1","lncRNA"
"77766","ENSG00000251396.10","lncRNA"
"77767","ENSG00000306189.1","lncRNA"
"77768","ENSG00000306191.1","lncRNA"
"77769","ENSG00000306194.1","lncRNA"
"77770","ENSG00000296251.1","lncRNA"
"77771","ENSG00000255388.7","lncRNA"
"77772","ENSG00000144028.15","protein_coding"
"77773","ENSG00000296258.1","lncRNA"
"77774","ENSG00000266110.1","miRNA"
"77775","ENSG00000280099.1","TEC"
"77776","ENSG00000296269.1","lncRNA"
"77777","ENSG00000097096.10","protein_coding"
"77778","ENSG00000306211.1","lncRNA"
"77779","ENSG00000289712.1","unprocessed_pseudogene"
"77780","ENSG00000117598.14","protein_coding"
"77781","ENSG00000306215.1","lncRNA"
"77782","ENSG00000306221.1","lncRNA"
"77783","ENSG00000306231.1","lncRNA"
"77784","ENSG00000306239.1","lncRNA"
"77785","ENSG00000227467.4","lncRNA"
"77786","ENSG00000246790.4","lncRNA"
"77787","ENSG00000285842.2","lncRNA"
"77788","ENSG00000296289.1","lncRNA"
"77789","ENSG00000245832.8","lncRNA"
"77790","ENSG00000241336.3","lncRNA"
"77791","ENSG00000306615.1","lncRNA"
"77792","ENSG00000306619.1","lncRNA"
"77793","ENSG00000255402.2","lncRNA"
"77794","ENSG00000296333.1","lncRNA"
"77795","ENSG00000270141.4","lncRNA"
"77796","ENSG00000227034.1","processed_pseudogene"
"77797","ENSG00000252682.1","snoRNA"
"77798","ENSG00000293201.2","lncRNA"
"77799","ENSG00000212292.1","snRNA"
"77800","ENSG00000222457.1","snRNA"
"77801","ENSG00000278694.1","unprocessed_pseudogene"
"77802","ENSG00000306753.1","lncRNA"
"77803","ENSG00000289391.3","lncRNA"
"77804","ENSG00000306280.1","lncRNA"
"77805","ENSG00000143595.13","protein_coding"
"77806","ENSG00000215374.7","lncRNA"
"77807","ENSG00000296371.1","lncRNA"
"77808","ENSG00000306283.1","lncRNA"
"77809","ENSG00000296372.1","lncRNA"
"77810","ENSG00000296391.1","lncRNA"
"77811","ENSG00000296394.1","lncRNA"
"77812","ENSG00000290957.2","lncRNA"
"77813","ENSG00000296404.1","lncRNA"
"77814","ENSG00000242816.3","lncRNA"
"77815","ENSG00000143515.20","protein_coding"
"77816","ENSG00000296418.1","lncRNA"
"77817","ENSG00000296421.1","lncRNA"
"77818","ENSG00000306299.1","lncRNA"
"77819","ENSG00000306318.1","lncRNA"
"77820","ENSG00000296430.1","lncRNA"
"77821","ENSG00000290503.2","lncRNA"
"77822","ENSG00000296442.1","lncRNA"
"77823","ENSG00000296457.1","lncRNA"
"77824","ENSG00000296505.1","lncRNA"
"77825","ENSG00000296508.1","lncRNA"
"77826","ENSG00000244040.8","lncRNA"
"77827","ENSG00000254594.6","lncRNA"
"77828","ENSG00000293047.2","lncRNA"
"77829","ENSG00000160753.17","protein_coding"
"77830","ENSG00000306757.1","lncRNA"
"77831","ENSG00000245910.10","lncRNA"
"77832","ENSG00000306379.1","lncRNA"
"77833","ENSG00000306387.1","lncRNA"
"77834","ENSG00000306393.1","lncRNA"
"77835","ENSG00000306400.1","lncRNA"
"77836","ENSG00000230747.1","lncRNA"
"77837","ENSG00000255931.3","lncRNA"
"77838","ENSG00000198885.10","protein_coding"
"77839","ENSG00000296578.1","lncRNA"
"77840","ENSG00000242107.3","lncRNA"
"77841","ENSG00000296601.1","lncRNA"
"77842","ENSG00000296625.1","lncRNA"
"77843","ENSG00000280382.2","lncRNA"
"77844","ENSG00000121152.10","protein_coding"
"77845","ENSG00000296660.1","lncRNA"
"77846","ENSG00000296664.1","lncRNA"
"77847","ENSG00000226567.3","lncRNA"
"77848","ENSG00000296706.1","lncRNA"
"77849","ENSG00000306414.1","lncRNA"
"77850","ENSG00000288070.2","lncRNA"
"77851","ENSG00000223552.4","lncRNA"
"77852","ENSG00000306437.1","lncRNA"
"77853","ENSG00000255512.2","lncRNA"
"77854","ENSG00000287245.2","lncRNA"
"77855","ENSG00000254372.2","lncRNA"
"77856","ENSG00000306553.1","lncRNA"
"77857","ENSG00000242797.4","lncRNA"
"77858","ENSG00000306604.1","lncRNA"
"77859","ENSG00000306629.1","lncRNA"
"77860","ENSG00000240423.4","lncRNA"
"77861","ENSG00000306642.1","lncRNA"
"77862","ENSG00000288907.3","lncRNA"
"77863","ENSG00000306669.1","lncRNA"
"77864","ENSG00000306676.1","lncRNA"
"77865","ENSG00000248538.11","lncRNA"
"77866","ENSG00000236301.6","lncRNA"
"77867","ENSG00000296730.1","lncRNA"
"77868","ENSG00000296738.1","lncRNA"
"77869","ENSG00000296748.1","lncRNA"
"77870","ENSG00000285533.5","lncRNA"
"77871","ENSG00000206573.12","lncRNA"
"77872","ENSG00000116584.22","protein_coding"
"77873","ENSG00000163121.10","protein_coding"
"77874","ENSG00000196843.18","protein_coding"
"77875","ENSG00000306700.1","lncRNA"
"77876","ENSG00000306716.1","lncRNA"
"77877","ENSG00000306723.1","lncRNA"
"77878","ENSG00000306735.1","lncRNA"
"77879","ENSG00000254756.2","lncRNA"
"77880","ENSG00000289560.3","lncRNA"
"77881","ENSG00000306764.1","lncRNA"
"77882","ENSG00000254458.2","lncRNA"
"77883","ENSG00000293708.1","lncRNA"
"77884","ENSG00000293739.1","lncRNA"
"77885","ENSG00000290075.2","lncRNA"
"77886","ENSG00000277527.3","lncRNA"
"77887","ENSG00000293475.2","lncRNA"
"77888","ENSG00000293770.1","lncRNA"
"77889","ENSG00000293776.1","lncRNA"
"77890","ENSG00000293792.1","lncRNA"
"77891","ENSG00000293807.1","lncRNA"
"77892","ENSG00000289615.3","lncRNA"
"77893","ENSG00000235897.2","lncRNA"
"77894","ENSG00000293828.1","lncRNA"
"77895","ENSG00000293829.1","lncRNA"
"77896","ENSG00000296784.1","lncRNA"
"77897","ENSG00000293833.1","lncRNA"
"77898","ENSG00000236255.3","lncRNA"
"77899","ENSG00000241469.10","lncRNA"
"77900","ENSG00000250230.4","lncRNA"
"77901","ENSG00000293856.1","lncRNA"
"77902","ENSG00000293860.1","lncRNA"
"77903","ENSG00000293870.1","lncRNA"
"77904","ENSG00000293880.1","lncRNA"
"77905","ENSG00000293891.1","lncRNA"
"77906","ENSG00000231013.3","lncRNA"
"77907","ENSG00000306842.1","lncRNA"
"77908","ENSG00000306851.1","lncRNA"
"77909","ENSG00000306865.1","lncRNA"
"77910","ENSG00000306884.1","lncRNA"
"77911","ENSG00000293899.1","lncRNA"
"77912","ENSG00000306922.1","lncRNA"
"77913","ENSG00000229750.2","lncRNA"
"77914","ENSG00000293913.1","lncRNA"
"77915","ENSG00000293915.1","lncRNA"
"77916","ENSG00000306942.1","lncRNA"
"77917","ENSG00000235070.4","lncRNA"
"77918","ENSG00000306943.1","lncRNA"
"77919","ENSG00000306946.1","lncRNA"
"77920","ENSG00000306949.1","lncRNA"
"77921","ENSG00000261070.2","lncRNA"
"77922","ENSG00000293929.1","lncRNA"
"77923","ENSG00000306960.1","lncRNA"
"77924","ENSG00000306961.1","lncRNA"
"77925","ENSG00000306966.1","lncRNA"
"77926","ENSG00000293937.1","lncRNA"
"77927","ENSG00000286698.2","lncRNA"
"77928","ENSG00000306973.1","lncRNA"
"77929","ENSG00000306975.1","lncRNA"
"77930","ENSG00000293944.1","lncRNA"
"77931","ENSG00000255367.5","lncRNA"
"77932","ENSG00000293954.1","lncRNA"
"77933","ENSG00000293966.1","lncRNA"
"77934","ENSG00000293968.1","lncRNA"
"77935","ENSG00000293979.1","lncRNA"
"77936","ENSG00000293990.1","lncRNA"
"77937","ENSG00000287308.2","lncRNA"
"77938","ENSG00000306978.1","lncRNA"
"77939","ENSG00000306997.1","lncRNA"
"77940","ENSG00000287036.2","lncRNA"
"77941","ENSG00000286005.1","unprocessed_pseudogene"
"77942","ENSG00000143297.19","protein_coding"
"77943","ENSG00000290960.2","lncRNA"
"77944","ENSG00000294015.1","lncRNA"
"77945","ENSG00000294031.1","lncRNA"
"77946","ENSG00000294036.1","lncRNA"
"77947","ENSG00000294037.1","lncRNA"
"77948","ENSG00000294042.1","lncRNA"
"77949","ENSG00000294052.1","lncRNA"
"77950","ENSG00000294057.1","lncRNA"
"77951","ENSG00000294064.1","lncRNA"
"77952","ENSG00000237720.3","lncRNA"
"77953","ENSG00000294087.1","lncRNA"
"77954","ENSG00000294098.1","lncRNA"
"77955","ENSG00000294105.1","lncRNA"
"77956","ENSG00000294114.1","lncRNA"
"77957","ENSG00000290086.2","lncRNA"
"77958","ENSG00000294161.1","lncRNA"
"77959","ENSG00000294165.1","lncRNA"
"77960","ENSG00000240980.2","lncRNA"
"77961","ENSG00000294180.1","lncRNA"
"77962","ENSG00000294215.1","lncRNA"
"77963","ENSG00000294223.1","lncRNA"
"77964","ENSG00000294225.1","lncRNA"
"77965","ENSG00000224028.2","lncRNA"
"77966","ENSG00000294249.1","lncRNA"
"77967","ENSG00000289202.4","lncRNA"
"77968","ENSG00000163518.11","protein_coding"
"77969","ENSG00000294262.1","lncRNA"
"77970","ENSG00000231536.2","lncRNA"
"77971","ENSG00000229805.2","lncRNA"
"77972","ENSG00000285068.2","lncRNA"
"77973","ENSG00000214184.4","lncRNA"
"77974","ENSG00000306789.1","lncRNA"
"77975","ENSG00000306818.1","lncRNA"
"77976","ENSG00000306820.1","lncRNA"
"77977","ENSG00000294346.1","lncRNA"
"77978","ENSG00000294349.1","lncRNA"
"77979","ENSG00000160856.21","protein_coding"
"77980","ENSG00000294354.1","lncRNA"
"77981","ENSG00000294361.1","lncRNA"
"77982","ENSG00000251003.10","lncRNA"
"77983","ENSG00000223960.10","lncRNA"
"77984","ENSG00000307019.1","lncRNA"
"77985","ENSG00000307024.1","lncRNA"
"77986","ENSG00000253887.2","lncRNA"
"77987","ENSG00000254990.8","lncRNA"
"77988","ENSG00000270866.2","lncRNA"
"77989","ENSG00000306870.1","lncRNA"
"77990","ENSG00000253695.3","lncRNA"
"77991","ENSG00000307036.1","lncRNA"
"77992","ENSG00000307046.1","lncRNA"
"77993","ENSG00000307057.1","lncRNA"
"77994","ENSG00000307098.1","lncRNA"
"77995","ENSG00000231700.3","processed_pseudogene"
"77996","ENSG00000256633.2","lncRNA"
"77997","ENSG00000307133.1","lncRNA"
"77998","ENSG00000224376.4","lncRNA"
"77999","ENSG00000232366.1","processed_pseudogene"
"78000","ENSG00000255171.8","lncRNA"
"78001","ENSG00000132704.16","protein_coding"
"78002","ENSG00000294372.1","lncRNA"
"78003","ENSG00000294377.1","lncRNA"
"78004","ENSG00000253252.3","lncRNA"
"78005","ENSG00000294382.1","lncRNA"
"78006","ENSG00000254102.3","lncRNA"
"78007","ENSG00000232732.12","lncRNA"
"78008","ENSG00000307144.1","lncRNA"
"78009","ENSG00000307159.1","lncRNA"
"78010","ENSG00000307198.1","lncRNA"
"78011","ENSG00000204971.4","lncRNA"
"78012","ENSG00000307258.1","lncRNA"
"78013","ENSG00000307272.1","lncRNA"
"78014","ENSG00000307273.1","lncRNA"
"78015","ENSG00000307290.1","lncRNA"
"78016","ENSG00000306911.1","lncRNA"
"78017","ENSG00000205866.5","lncRNA"
"78018","ENSG00000285636.2","lncRNA"
"78019","ENSG00000307347.1","lncRNA"
"78020","ENSG00000266144.1","miRNA"
"78021","ENSG00000227094.1","lncRNA"
"78022","ENSG00000307348.1","lncRNA"
"78023","ENSG00000252262.1","rRNA_pseudogene"
"78024","ENSG00000207729.3","miRNA"
"78025","ENSG00000307349.1","lncRNA"
"78026","ENSG00000254706.3","protein_coding"
"78027","ENSG00000255126.2","lncRNA"
"78028","ENSG00000307368.1","lncRNA"
"78029","ENSG00000255260.2","lncRNA"
"78030","ENSG00000307386.1","lncRNA"
"78031","ENSG00000171722.13","protein_coding"
"78032","ENSG00000307387.1","lncRNA"
"78033","ENSG00000307401.1","lncRNA"
"78034","ENSG00000307402.1","lncRNA"
"78035","ENSG00000239887.6","protein_coding"
"78036","ENSG00000287912.3","lncRNA"
"78037","ENSG00000243089.3","lncRNA"
"78038","ENSG00000198574.6","protein_coding"
"78039","ENSG00000307422.1","lncRNA"
"78040","ENSG00000307436.1","lncRNA"
"78041","ENSG00000307451.1","lncRNA"
"78042","ENSG00000307456.1","lncRNA"
"78043","ENSG00000289713.1","unprocessed_pseudogene"
"78044","ENSG00000228061.8","lncRNA"
"78045","ENSG00000152332.16","protein_coding"
"78046","ENSG00000287207.2","lncRNA"
"78047","ENSG00000296817.1","lncRNA"
"78048","ENSG00000306912.1","lncRNA"
"78049","ENSG00000307501.1","lncRNA"
"78050","ENSG00000307507.1","lncRNA"
"78051","ENSG00000306925.1","lncRNA"
"78052","ENSG00000291224.2","lncRNA"
"78053","ENSG00000254938.2","lncRNA"
"78054","ENSG00000306926.1","lncRNA"
"78055","ENSG00000306935.1","lncRNA"
"78056","ENSG00000306950.1","lncRNA"
"78057","ENSG00000307544.1","lncRNA"
"78058","ENSG00000162733.19","protein_coding"
"78059","ENSG00000307554.1","lncRNA"
"78060","ENSG00000306968.1","lncRNA"
"78061","ENSG00000294395.1","lncRNA"
"78062","ENSG00000289398.2","lncRNA"
"78063","ENSG00000287785.3","lncRNA"
"78064","ENSG00000287027.2","lncRNA"
"78065","ENSG00000294446.1","lncRNA"
"78066","ENSG00000294450.1","lncRNA"
"78067","ENSG00000294469.1","lncRNA"
"78068","ENSG00000287464.2","lncRNA"
"78069","ENSG00000294474.1","lncRNA"
"78070","ENSG00000296827.1","lncRNA"
"78071","ENSG00000306992.1","lncRNA"
"78072","ENSG00000253164.6","lncRNA"
"78073","ENSG00000296829.1","lncRNA"
"78074","ENSG00000294497.1","lncRNA"
"78075","ENSG00000296845.1","lncRNA"
"78076","ENSG00000296846.1","lncRNA"
"78077","ENSG00000289113.2","lncRNA"
"78078","ENSG00000206567.11","lncRNA"
"78079","ENSG00000307582.1","lncRNA"
"78080","ENSG00000289093.2","lncRNA"
"78081","ENSG00000290941.2","lncRNA"
"78082","ENSG00000307600.1","lncRNA"
"78083","ENSG00000307601.1","lncRNA"
"78084","ENSG00000307010.1","lncRNA"
"78085","ENSG00000247095.6","lncRNA"
"78086","ENSG00000294518.1","lncRNA"
"78087","ENSG00000294552.1","lncRNA"
"78088","ENSG00000296868.1","lncRNA"
"78089","ENSG00000294557.1","lncRNA"
"78090","ENSG00000294614.1","lncRNA"
"78091","ENSG00000294627.1","lncRNA"
"78092","ENSG00000296882.1","lncRNA"
"78093","ENSG00000307022.1","lncRNA"
"78094","ENSG00000294631.1","lncRNA"
"78095","ENSG00000261572.3","lncRNA"
"78096","ENSG00000294636.1","lncRNA"
"78097","ENSG00000214381.7","lncRNA"
"78098","ENSG00000294638.1","lncRNA"
"78099","ENSG00000307070.1","lncRNA"
"78100","ENSG00000273456.3","lncRNA"
"78101","ENSG00000307139.1","lncRNA"
"78102","ENSG00000294650.1","lncRNA"
"78103","ENSG00000307141.1","lncRNA"
"78104","ENSG00000294656.1","lncRNA"
"78105","ENSG00000294661.1","lncRNA"
"78106","ENSG00000294663.1","lncRNA"
"78107","ENSG00000307145.1","lncRNA"
"78108","ENSG00000296911.1","lncRNA"
"78109","ENSG00000279847.4","lncRNA"
"78110","ENSG00000296921.1","lncRNA"
"78111","ENSG00000276563.1","processed_pseudogene"
"78112","ENSG00000307618.1","lncRNA"
"78113","ENSG00000296944.1","lncRNA"
"78114","ENSG00000245571.8","lncRNA"
"78115","ENSG00000075391.18","protein_coding"
"78116","ENSG00000296986.1","lncRNA"
"78117","ENSG00000307173.1","lncRNA"
"78118","ENSG00000297008.1","lncRNA"
"78119","ENSG00000230695.3","lncRNA"
"78120","ENSG00000224652.5","lncRNA"
"78121","ENSG00000307178.1","lncRNA"
"78122","ENSG00000307180.1","lncRNA"
"78123","ENSG00000307182.1","lncRNA"
"78124","ENSG00000225107.2","lncRNA"
"78125","ENSG00000307200.1","lncRNA"
"78126","ENSG00000294676.1","lncRNA"
"78127","ENSG00000294681.1","lncRNA"
"78128","ENSG00000253644.3","lncRNA"
"78129","ENSG00000294682.1","lncRNA"
"78130","ENSG00000228363.3","lncRNA"
"78131","ENSG00000307233.1","lncRNA"
"78132","ENSG00000287201.2","lncRNA"
"78133","ENSG00000294705.1","lncRNA"
"78134","ENSG00000294715.1","lncRNA"
"78135","ENSG00000226041.2","lncRNA"
"78136","ENSG00000294724.1","lncRNA"
"78137","ENSG00000287352.2","lncRNA"
"78138","ENSG00000294762.1","lncRNA"
"78139","ENSG00000289936.2","lncRNA"
"78140","ENSG00000235840.2","lncRNA"
"78141","ENSG00000307632.1","lncRNA"
"78142","ENSG00000285980.3","lncRNA"
"78143","ENSG00000294806.1","lncRNA"
"78144","ENSG00000294814.1","lncRNA"
"78145","ENSG00000307649.1","lncRNA"
"78146","ENSG00000294817.1","lncRNA"
"78147","ENSG00000294820.1","lncRNA"
"78148","ENSG00000307650.1","lncRNA"
"78149","ENSG00000286115.2","lncRNA"
"78150","ENSG00000307659.1","lncRNA"
"78151","ENSG00000289124.2","lncRNA"
"78152","ENSG00000294844.1","lncRNA"
"78153","ENSG00000253583.2","lncRNA"
"78154","ENSG00000294856.1","lncRNA"
"78155","ENSG00000307667.1","lncRNA"
"78156","ENSG00000294870.1","lncRNA"
"78157","ENSG00000294877.1","lncRNA"
"78158","ENSG00000307677.1","lncRNA"
"78159","ENSG00000294895.1","lncRNA"
"78160","ENSG00000294899.1","lncRNA"
"78161","ENSG00000253855.2","lncRNA"
"78162","ENSG00000307686.1","lncRNA"
"78163","ENSG00000294950.1","lncRNA"
"78164","ENSG00000287747.2","lncRNA"
"78165","ENSG00000294954.1","lncRNA"
"78166","ENSG00000307384.1","lncRNA"
"78167","ENSG00000307394.1","lncRNA"
"78168","ENSG00000273106.2","lncRNA"
"78169","ENSG00000255306.2","lncRNA"
"78170","ENSG00000270575.1","processed_pseudogene"
"78171","ENSG00000307426.1","lncRNA"
"78172","ENSG00000213058.3","processed_pseudogene"
"78173","ENSG00000272163.3","lncRNA"
"78174","ENSG00000264809.2","misc_RNA"
"78175","ENSG00000254943.2","lncRNA"
"78176","ENSG00000223812.9","lncRNA"
"78177","ENSG00000307502.1","lncRNA"
"78178","ENSG00000240021.10","protein_coding"
"78179","ENSG00000307508.1","lncRNA"
"78180","ENSG00000254129.2","lncRNA"
"78181","ENSG00000294984.1","lncRNA"
"78182","ENSG00000295005.1","lncRNA"
"78183","ENSG00000295013.1","lncRNA"
"78184","ENSG00000307763.1","lncRNA"
"78185","ENSG00000307526.1","lncRNA"
"78186","ENSG00000295016.1","lncRNA"
"78187","ENSG00000307802.1","lncRNA"
"78188","ENSG00000307535.1","lncRNA"
"78189","ENSG00000255038.2","lncRNA"
"78190","ENSG00000307578.1","lncRNA"
"78191","ENSG00000172965.18","lncRNA"
"78192","ENSG00000253926.2","lncRNA"
"78193","ENSG00000307980.1","lncRNA"
"78194","ENSG00000307987.1","lncRNA"
"78195","ENSG00000308001.1","lncRNA"
"78196","ENSG00000255451.2","lncRNA"
"78197","ENSG00000256717.2","lncRNA"
"78198","ENSG00000308049.1","lncRNA"
"78199","ENSG00000213057.5","lncRNA"
"78200","ENSG00000255326.2","lncRNA"
"78201","ENSG00000201347.1","rRNA_pseudogene"
"78202","ENSG00000238232.1","lncRNA"
"78203","ENSG00000254662.2","lncRNA"
"78204","ENSG00000196660.12","protein_coding"
"78205","ENSG00000297042.1","lncRNA"
"78206","ENSG00000297048.1","lncRNA"
"78207","ENSG00000297057.1","lncRNA"
"78208","ENSG00000308066.1","lncRNA"
"78209","ENSG00000297061.1","lncRNA"
"78210","ENSG00000308076.1","lncRNA"
"78211","ENSG00000308118.1","lncRNA"
"78212","ENSG00000297071.1","lncRNA"
"78213","ENSG00000252086.1","rRNA_pseudogene"
"78214","ENSG00000289219.2","lncRNA"
"78215","ENSG00000307607.1","lncRNA"
"78216","ENSG00000255087.7","lncRNA"
"78217","ENSG00000154380.19","protein_coding"
"78218","ENSG00000297085.1","lncRNA"
"78219","ENSG00000307692.1","lncRNA"
"78220","ENSG00000297105.1","lncRNA"
"78221","ENSG00000297106.1","lncRNA"
"78222","ENSG00000307714.1","lncRNA"
"78223","ENSG00000272192.3","lncRNA"
"78224","ENSG00000297141.1","lncRNA"
"78225","ENSG00000248318.2","lncRNA"
"78226","ENSG00000307746.1","lncRNA"
"78227","ENSG00000307756.1","lncRNA"
"78228","ENSG00000307759.1","lncRNA"
"78229","ENSG00000307762.1","lncRNA"
"78230","ENSG00000307790.1","lncRNA"
"78231","ENSG00000307799.1","lncRNA"
"78232","ENSG00000307810.1","lncRNA"
"78233","ENSG00000307812.1","lncRNA"
"78234","ENSG00000254119.6","lncRNA"
"78235","ENSG00000297176.1","lncRNA"
"78236","ENSG00000242049.2","lncRNA"
"78237","ENSG00000162676.13","protein_coding"
"78238","ENSG00000255447.2","lncRNA"
"78239","ENSG00000308195.1","lncRNA"
"78240","ENSG00000308213.1","lncRNA"
"78241","ENSG00000308221.1","lncRNA"
"78242","ENSG00000308225.1","lncRNA"
"78243","ENSG00000308241.1","lncRNA"
"78244","ENSG00000235493.3","lncRNA"
"78245","ENSG00000308259.1","lncRNA"
"78246","ENSG00000308330.1","lncRNA"
"78247","ENSG00000225044.2","lncRNA"
"78248","ENSG00000308338.1","lncRNA"
"78249","ENSG00000282556.6","lncRNA"
"78250","ENSG00000225548.8","lncRNA"
"78251","ENSG00000233954.7","protein_coding"
"78252","ENSG00000282317.1","lncRNA"
"78253","ENSG00000295024.1","lncRNA"
"78254","ENSG00000236841.9","lncRNA"
"78255","ENSG00000307833.1","lncRNA"
"78256","ENSG00000287601.1","lncRNA"
"78257","ENSG00000203667.10","protein_coding"
"78258","ENSG00000295043.1","lncRNA"
"78259","ENSG00000254777.6","lncRNA"
"78260","ENSG00000272622.3","lncRNA"
"78261","ENSG00000308350.1","lncRNA"
"78262","ENSG00000124915.11","lncRNA"
"78263","ENSG00000295059.1","lncRNA"
"78264","ENSG00000285016.2","lncRNA"
"78265","ENSG00000295075.1","lncRNA"
"78266","ENSG00000295084.1","lncRNA"
"78267","ENSG00000295091.1","lncRNA"
"78268","ENSG00000081985.14","protein_coding"
"78269","ENSG00000240350.4","lncRNA"
"78270","ENSG00000295094.1","lncRNA"
"78271","ENSG00000295115.1","lncRNA"
"78272","ENSG00000295137.1","lncRNA"
"78273","ENSG00000254443.2","lncRNA"
"78274","ENSG00000229118.2","lncRNA"
"78275","ENSG00000295142.1","lncRNA"
"78276","ENSG00000295147.1","lncRNA"
"78277","ENSG00000295153.1","lncRNA"
"78278","ENSG00000295159.1","lncRNA"
"78279","ENSG00000223923.3","lncRNA"
"78280","ENSG00000308376.1","lncRNA"
"78281","ENSG00000297298.1","lncRNA"
"78282","ENSG00000308394.1","lncRNA"
"78283","ENSG00000297307.1","lncRNA"
"78284","ENSG00000295168.1","lncRNA"
"78285","ENSG00000308432.1","lncRNA"
"78286","ENSG00000297315.1","lncRNA"
"78287","ENSG00000295174.1","lncRNA"
"78288","ENSG00000297338.1","lncRNA"
"78289","ENSG00000295185.1","lncRNA"
"78290","ENSG00000308440.1","lncRNA"
"78291","ENSG00000297339.1","lncRNA"
"78292","ENSG00000295187.1","lncRNA"
"78293","ENSG00000308452.1","lncRNA"
"78294","ENSG00000308458.1","lncRNA"
"78295","ENSG00000225764.4","lncRNA"
"78296","ENSG00000308482.1","lncRNA"
"78297","ENSG00000295188.1","lncRNA"
"78298","ENSG00000295190.1","lncRNA"
"78299","ENSG00000308500.1","lncRNA"
"78300","ENSG00000295203.1","lncRNA"
"78301","ENSG00000290929.2","lncRNA"
"78302","ENSG00000295207.1","lncRNA"
"78303","ENSG00000308510.1","lncRNA"
"78304","ENSG00000295210.1","lncRNA"
"78305","ENSG00000295214.1","lncRNA"
"78306","ENSG00000231698.4","lncRNA"
"78307","ENSG00000225744.2","lncRNA"
"78308","ENSG00000237401.9","lncRNA"
"78309","ENSG00000297356.1","lncRNA"
"78310","ENSG00000307854.1","lncRNA"
"78311","ENSG00000297357.1","lncRNA"
"78312","ENSG00000245008.5","lncRNA"
"78313","ENSG00000297363.1","lncRNA"
"78314","ENSG00000297372.1","lncRNA"
"78315","ENSG00000253834.2","lncRNA"
"78316","ENSG00000297376.1","lncRNA"
"78317","ENSG00000240207.8","lncRNA"
"78318","ENSG00000287975.2","lncRNA"
"78319","ENSG00000297409.1","lncRNA"
"78320","ENSG00000307873.1","lncRNA"
"78321","ENSG00000271643.3","lncRNA"
"78322","ENSG00000307883.1","lncRNA"
"78323","ENSG00000295251.1","lncRNA"
"78324","ENSG00000307898.1","lncRNA"
"78325","ENSG00000230651.9","lncRNA"
"78326","ENSG00000297442.1","lncRNA"
"78327","ENSG00000297454.1","lncRNA"
"78328","ENSG00000297471.1","lncRNA"
"78329","ENSG00000308547.1","lncRNA"
"78330","ENSG00000297478.1","lncRNA"
"78331","ENSG00000225884.4","lncRNA"
